Date,Player,Club Name,Brand/Model,Club Type,Club Speed,Attack Angle,Club Path,Club Face,Face to Path,Ball Speed,Smash Factor,Launch Angle,Launch Direction,Backspin,Sidespin,Spin Rate,Spin Rate Type,Spin Axis,Apex Height,Carry Distance,Carry Deviation Angle,Carry Deviation Distance,Total Distance,Total Deviation Angle,Total Deviation Distance,Target Total Distance,Target Carry Distance,Note,Tag,Air Density,Temperature,Air Pressure,Relative Humidity,Back Stroke Length,Target Backswing Time,Target Downswing Time,Forward Stroke Length,Backswing Time,Downswing Time,Target Tempo,Swing Tempo
,,,,,[mph],[deg],[deg],[deg],[deg],[mph],,[deg],[deg],[rpm],[rpm],[rpm],,[deg],[m],[Yards],[deg],[Yards],[Yards],[deg],[Yards],[Yards],[Yards],,,[g/L],[deg F],[kPa],[%],[Inches],[sec],[sec],[Inches],[sec],[sec],,
3/4/26 8:44:13 AM,Joe,,,7 Iron,57.802433786685754,6.65,-11.2,2.96,14.16,64.2671786467348,1.1118420875478454,24.93000030517578,1.0299999713897705,3451.46923828125,-966.9151000976562,3584.35009765625,Estimated,15.649999618530273,9.5600004196167,69.01793592558133,4.449999809265137,5.35870526614986,80.20559529515597,4.900000095367432,6.85695535971841,,,,,1.2032588,55.003998,99.25,88,,,,,1321.0,222.0,,6.0
3/4/26 8:44:30 AM,Joe,,,7 Iron,65.16195418754474,,-11.47,-3.21,8.260000000000002,67.53310785177527,1.0363886211485622,23.229999542236328,-4.070000171661377,5101.89892578125,-659.90478515625,5144.39990234375,Estimated,7.369999885559082,10.180000305175781,73.93919576810102,-2.309999942779541,-2.9855643253209605,83.50831212855596,-2.069999933242798,-3.0183726929825645,,,,,1.2032588,55.003998,99.25,88,,,,,1264.0,239.0,,5.300000190734863
3/4/26 8:44:48 AM,Joe,,,7 Iron,60.41964924838941,5.42,-8.66,2.2,10.86,65.18432218514772,1.0788596590021635,24.510000228881836,0.7300000190734863,3752.621826171875,-775.0816040039062,3831.830078125,Estimated,11.670000076293945,9.75,70.74584693942066,3.4100000858306885,4.210411094305083,81.6054273256584,3.75,5.336833021042124,,,,,1.2032588,55.003998,99.25,88,,,,,1312.0,230.0,,5.699999809265137
3/4/26 8:45:06 AM,Joe,,,7 Iron,60.19595561918397,0.83,-9.29,-4.43,4.859999999999999,73.88600299592179,1.2274247038014445,21.450000762939453,-4.800000190734863,3959.9833984375,-369.44793701171875,3977.179931640625,Estimated,5.329999923706055,10.890000343322754,85.75022272759118,-3.609999895095825,-5.391513373073735,97.47375027714126,-3.4100000858306885,-5.807086551596173,,,,,1.2032588,55.003998,99.25,88,,,,,1270.0,241.0,,5.300000190734863
3/4/26 8:45:21 AM,Joe,,,7 Iron,67.21993557623479,0.4,-9.75,1.34,11.09,75.22816989109528,1.1191348109189763,18.93000030517578,-0.11999999731779099,4152.2451171875,-885.6171875,4245.64013671875,Estimated,12.039999961853027,9.449999809265137,84.90813581545105,3.049999952316284,4.516623047288843,97.98774986233715,3.4600000381469727,5.916447777134853,,,,,1.2032588,55.003998,99.25,88,,,,,1275.0,224.0,,5.699999809265137
3/4/26 8:45:47 AM,Joe,,,7 Iron,68.40551181102362,1.99,-9.85,-6.1,3.75,82.20740873299928,1.2017658600392414,21.940000534057617,-6.239999771118164,4513.05908203125,-337.7543640136719,4525.68017578125,Estimated,4.28000020980835,14.859999656677246,102.47156271680029,-5.230000019073486,-9.350393909377585,112.4890645345052,-5.070000171661377,-9.940945048761911,,,,,1.2032588,55.003998,99.25,88,,,,,1248.0,199.0,,6.300000190734863
3/4/26 8:46:11 AM,Joe,,,7 Iron,68.45025053686471,-1.83,-7.31,-7.24,0.0699999999999994,81.40211030254214,1.1892156663283802,20.5,-6.860000133514404,4880.43115234375,-41.739017486572266,4880.60986328125,Estimated,0.49000000953674316,13.390000343322754,99.32195942128632,-7.119999885559082,-12.31408598959081,109.5253734972429,-7.059999942779541,-13.462380161435586,,,,,1.2032588,55.003998,99.25,88,,,,,1231.0,182.0,,6.800000190734863
3/4/26 8:46:33 AM,Joe,,,7 Iron,73.77415891195419,9.12,-7.56,-10.49,-2.9300000000000006,86.23389235205026,1.1688902133735763,22.770000457763672,-9.5600004196167,2985.2275390625,201.9420928955078,2992.050048828125,Estimated,-3.869999885559082,16.360000610351562,114.44663333976258,-11.279999732971191,-22.375327082756623,127.75590517806673,-11.3100004196167,-25.065616881336336,,,,,1.2032588,55.003998,99.25,88,,,,,1183.0,183.0,,6.5
3/4/26 8:47:07 AM,Joe,,,7 Iron,75.8097709377237,3.61,-10.41,-13.12,-2.709999999999999,88.3589835361489,1.1655355562112717,21.18000030517578,-12.079999923706055,4485.30126953125,173.09188842773438,4488.64013671875,Estimated,-2.2100000381469727,16.799999237060547,114.30445827107,-13.760000228881836,-27.187227264164,124.59536341335934,-13.729999542236328,-29.5603682049929,,,,,1.2032588,55.003998,99.25,88,,,,,1207.0,168.0,,7.199999809265137
